Cat,SubCat,Comments,Sign_Text,Arrow_Direction,Sign_ID,Street,Street_Address,X_Street,Corner,Distance_Along_Street,Distance_From_Curb,Sign_Code,Grade,Traffic_Direction,Structure,Situation,Condition,Speed,Date_,Confidence,TYPE_,Sign_Definition,X,Y
Warning Signs,Neighbourhood Speed Hump,,,,82077,SOUTH DYKE RD,767,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.936864670751,49.1848194770357
Warning Signs,Neighbourhood Speed Hump,,,,82078,SOUTH DYKE RD,A-767,,,,46CM,WA-50,Engineering,EB,,,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.93678372331,49.1847070334356
Warning Signs,Neighbourhood Speed Hump,,,,82079,SOUTH DYKE RD,803,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.938074610002,49.1841981879311
Warning Signs,Neighbourhood Speed Hump,,,,82080,SOUTH DYKE RD,A-803,,,,46CM,WA-50,Engineering,EB,,,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.937881383278,49.1841619958042
Warning Signs,Neighbourhood Speed Hump,,,,82081,SOUTH DYKE RD,839,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.939061324267,49.1837259749514
Warning Signs,Neighbourhood Speed Hump,,,,82082,SOUTH DYKE RD,A-839,,,,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.938789457383,49.1837247058666
Warning Signs,Neighbourhood Speed Hump,,,,82083,SOUTH DYKE RD,,CARTER ST,NW,18M,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.940535256723,49.1829902101335
Warning Signs,Neighbourhood Speed Hump,,,,82085,SOUTH DYKE RD,920,,,,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.941541153512,49.1824401554436
Warning Signs,Neighbourhood Speed Hump,,,,82086,SOUTH DYKE RD,A-920,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.941521591785,49.1825468400651
Warning Signs,Neighbourhood Speed Hump,,,,82087,SOUTH DYKE RD,83,,,,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.935645168546,49.1854561066945
Warning Signs,Neighbourhood Speed Hump,,,,82088,SOUTH DYKE RD,A-83,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.935716056077,49.1855184505047
Warning Signs,Neighbourhood Speed Hump,,,,82089,SOUTH DYKE RD,93,,,,46CM,WA-50,Engineering,EB,Lamp Standard,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.943363888598,49.1817220317194
Warning Signs,Neighbourhood Speed Hump,,,,82090,SOUTH DYKE RD,A-43,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.934382215482,49.1863310901551
Warning Signs,Neighbourhood Speed Hump,,,,82093,SOUTH DYKE RD,1331,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.950718133574,49.178970998442
Warning Signs,Neighbourhood Speed Hump,,,,82094,SOUTH DYKE RD,A-1331,,,,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.950642547308,49.1788817818966
Warning Signs,Neighbourhood Speed Hump,,,,82095,SOUTH DYKE RD,1383,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.951774279954,49.1785353233714
Warning Signs,Neighbourhood Speed Hump,,,,82096,SOUTH DYKE RD,A-1383,,,,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.951744269742,49.1784219390001
Warning Signs,Neighbourhood Speed Hump,,,,82097,SALTER ST,,CARTER ST,SE,40M,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.941380500056,49.1850299256025
Warning Signs,Neighbourhood Speed Hump,,,,82098,SALTER ST,,CARTER ST,NE,46M,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20030914,,Warning,Neighbourhood Speed Hump Sign,-122.941478602773,49.18510134608
Warning Signs,Neighbourhood Speed Hump,,,,82099,SALTER ST,833,,,,46CM,WA-50,Engineering,WB,Metal Post,Side,Good,,20040914,,Warning,Neighbourhood Speed Hump Sign,-122.93965710299,49.1857906552485
Warning Signs,Neighbourhood Speed Hump,,,,82101,SALTER ST,,HENDRY PL,SW,28M,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20040914,,Warning,Neighbourhood Speed Hump Sign,-122.939571229713,49.1857060524831
Warning Signs,Neighbourhood Speed Hump,,,,82131,CHILLIWACK ST,921,,,,46cm,WA-50,Engineering,NB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.905342272068,49.2300298955742
Warning Signs,Neighbourhood Speed Hump,,,,82132,CHILLIWACK ST,910,,,,46cm,WA-50,Engineering,SB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.904890737856,49.229526790501
Warning Signs,Neighbourhood Speed Hump,,,,82133,CHILLIWACK ST,911,,,,46cm,WA-50,Engineering,NB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.90472644514,49.2295129823259
Warning Signs,Neighbourhood Speed Hump,,,,82134,CHILLIWACK ST,830,,,,46cm,WA-50,Engineering,SB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.903975646814,49.2287830583174
Warning Signs,Neighbourhood Speed Hump,,,,82135,CHILLIWACK ST,831,,,,46cm,WA-50,Engineering,NB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.903968305078,49.2288966515535
Warning Signs,Object Marker,,,,82145,EWEN AVE,,GIFFORD PL,SE,5M,2M,WA-36R,Engineering,EB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.951532696666,49.1842425513575
Warning Signs,Object Marker,,,,82162,EWEN AVE,,PEMBINA ST,,,,WA-36R,Engineering,NB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.936879321089,49.1903496794992
Warning Signs,Object Marker,,,,82164,EWEN AVE,,PEMBINA ST,,,,WA-36R,Engineering,WB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.937134121593,49.1903342205879
Warning Signs,Object Marker,,,,82165,EWEN AVE,,PEMBINA ST,NW,2m,2m,WA-36R,Engineering,WB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.937082872622,49.1903566737828
Warning Signs,Object Marker,,,,82170,EWEN AVE,,WOOD ST,SE,10,6m,WA-36R,Engineering,EB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.939194191764,49.1893909165977
Warning Signs,Object Marker,,,,82176,EWEN AVE,,DAWE ST,NE,4M,1M,WA-36R,Engineering,WB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.954696838514,49.1829261478522
Warning Signs,Object Marker,,,,82179,,,,,,,WA-36L,Illuminated,WB,Metal Post,,Good,,20120420,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.887604876163,49.2279039940723
Warning Signs,Object Marker,,,,82189,,,,,,,WA-36L,Engineering,SB,Standard Post,Median,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.91570599986,49.2007350001392
Warning Signs,Warning Signs Misc,,,,82190,,,,,,,WA-08,Engineering,NB,Standard Post,Median,Good,0,20030728,,Warning,Checkerboard sign,-122.928380700321,49.2038718603681
Warning Signs,Warning Signs Misc,,,,82191,,,,,,,WA-08,Engineering,SB,Standard Post,Median,Good,0,20030728,,Warning,Checkerboard sign,-122.928377999739,49.2038730001969
Warning Signs,Warning Signs Misc,,,,82205,EWEN AVE,,WOOD ST,SW,14m,4m,WA-09,Diamond,EB,Metal Post,Median,Good,,20041220,,Warning,Chevron Alignment sign,-122.939417150519,49.1892094623165
Warning Signs,No Exit,,,,82207,SEVENTH AVE E,,CUMBERLAND ST,NW,40,1M,WA-NW-02,Engineering,NB,Metal Post,Side,Good,,20050221,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.907065675755,49.2225965456363
Warning Signs,Warning Signs Misc,,,,82212,,,,,,,WA-09,Engineering,EB,Standard Post,Side,Good,0,20030715,,Warning,Chevron Alignment sign,-122.90044700019,49.2125249996283
Warning Signs,Object Marker,,,,82219,SIXTH ST,,QUEENS AVE,SE,7m,46,WA-36R,Engineering,SB,Lamp Standard,Side,Good,,20050311,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.912514062558,49.2070371354663
Warning Signs,Object Marker,a bit scratched but doesn't need to be replaced yet,,,82224,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Damaged,0,20030731,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.898672999751,49.2224659998289
Warning Signs,Object Marker,,,,82304,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030822,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.902769000129,49.2059331002171
Warning Signs,Object Marker,,,,82340,QUEENS AVE,,ELEVENTH ST,SE,10m,1m,WA-36L,Engineering,EB,Metal Post,Median,Good,,20050729,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.921820790118,49.2021211834964
Warning Signs,Object Marker,,,,82345,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.909846999965,49.2047499997507
Warning Signs,Speed Bump,835 Tenth St,,,82347,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931636000013,49.2134989999094
Warning Signs,Speed Bump,A-835 Tenth St,,,82348,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931773999489,49.2134269995989
Warning Signs,Speed Bump,905 Tenth St,,,82349,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.932564000449,49.2142489999653
Warning Signs,Speed Bump,910 Tenth St,,,82350,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.932736000014,49.2141920000015
Warning Signs,Speed Bump,925 Tenth St,,,82351,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.933427999825,49.214926000271
Warning Signs,Speed Bump,,,,82352,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Graffitii,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.933592999794,49.2148850003066
Warning Signs,Object Marker,,,,82353,,,,,,,WA-36L,Engineering,WB,Standard Post,Median,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.915249000025,49.2006730002099
Warning Signs,Speed Bump,,,,82354,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.929277000495,49.2144419997557
Warning Signs,Speed Bump,,,,82356,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.930363999639,49.2138469997878
Warning Signs,Speed Bump,,,,82357,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.930281000301,49.2137430002351
Warning Signs,Speed Bump,,,,82358,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.9325100005,49.2126960002664
Warning Signs,Speed Bump,,,,82359,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Stickers,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.93241499937,49.2125759997987
Warning Signs,Speed Bump,,,,82363,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.93361300031,49.2120879996054
Warning Signs,Speed Bump,,,,82364,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.933535999791,49.2119779996559
Warning Signs,Speed Bump,,,,82365,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.93451200036,49.2116090002048
Warning Signs,Speed Bump,,,,82366,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.934428999425,49.2114900003543
Warning Signs,School Area,,,,82367,,,,,,,WC-01,Diamond,EB,Metal Post,Side,Good,0,20020523,High,Warning,School Area,-122.944390400184,49.2048565397818
Warning Signs,Speed Bump,,,,82374,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Graffitii,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.930494999849,49.2149860000843
Warning Signs,Speed Bump,,,,82376,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.930428000622,49.2148799998394
Warning Signs,Speed Bump,,,,82377,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931456000205,49.2144669997023
Warning Signs,Speed Bump,,,,82378,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931378999454,49.2143529999574
Warning Signs,Speed Bump,,,,82379,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.933406999947,49.2134210001337
Warning Signs,Speed Bump,,,,82380,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.933331000186,49.2133120000262
Warning Signs,Speed Bump,,,,82381,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.934779000451,49.212682000037
Warning Signs,Object Marker,one corner has been hit,,,82382,,,,,,,WA-36,Engineering,WB,Standard Post,Median,Damaged,0,20030725,,Warning,Object Marker (pass on either side),-122.93708399987,49.2041649998347
Warning Signs,Speed Bump,,,,82383,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.92917799961,49.2143519997741
Warning Signs,Speed Bump,,,,82384,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.934687999422,49.21256900023
Warning Signs,Speed Bump,,,,82385,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931032999517,49.2158129995922
Warning Signs,Speed Bump,,,,82386,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.931085000142,49.2158960003865
Warning Signs,Speed Bump,,,,82387,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Graffitii,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.932469000619,49.2150409996681
Warning Signs,Speed Bump,,,,82388,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.932506999884,49.2151320001449
Warning Signs,Speed Bump,,,,82389,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.934182000304,49.2142329996173
Warning Signs,Speed Bump,graffitti on back covering old barcode,,,82390,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.934116000546,49.2141549998834
Warning Signs,Neighbourhood Speed Hump,too high to label,,,82396,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030718,,Warning,Neighbourhood Speed Hump Sign,-122.920523000657,49.2167839999266
Warning Signs,Object Marker,,,,82398,EWEN AVE,,WOOD ST,SW,12m,6m,WA-36R,Engineering,EB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.939398804163,49.1891657327332
Warning Signs,Object Marker,,,,82403,SIXTH ST,,ROYAL AVE,NW,20m,1m,WA-36R,Engineering,SB,,Side,Good,,20051209,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.91137283474,49.2058852761082
Warning Signs,Object Marker,,,,82405,ROYAL AVE,,SIXTH ST,SW,20m,1m,WA-36R,Engineering,EB,Metal Post,Side,Good,,20051209,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.910746539596,49.2059721507679
Warning Signs,Object Marker,,,,82414,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Graffitii,0,20030731,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.89878700024,49.222490999578
Warning Signs,Object Marker,,,,82430,EWEN AVE,,PEMBINA ST,SW,2m,2m,WA-36R,Engineering,EB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.937060010503,49.1901966750752
Warning Signs,Warning Signs Misc,,,,82431,SEVENTH AVE,,TWENTY SECOND ST,SE,21,46,WA-23R,Engineering,EB,Metal Post,Median,Good,,20060203,,Warning,Road Narrows Sign (narrows only right side),-122.95007120427,49.19965875054
Warning Signs,Object Marker,,,,82432,SEVENTH AVE,,TWENTY SECOND ST,SE,21,46,WA-36L,Engineering,EB,Metal Post,,Good,,20060203,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.950075720768,49.1996570379873
Warning Signs,Object Marker,,,,82434,SEVENTH AVE,,TWENTY SECOND ST,SE,64,46,WA-36R,Engineering,EB,Metal Post,,Good,,20060203,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.949654022134,49.1999373285246
Warning Signs,Warning Signs Misc,017,,,82435,SEVENTH AVE,,TWENTY FIRST ST,NW,2,,WA-23R,Engineering,WB,Metal Post,Side,Good,,20060203,,Warning,Road Narrows Sign (narrows only right side),-122.948711473679,49.2005904559054
Warning Signs,Object Marker,,,,82439,SIXTH ST,,QUEENS AVE,SE,7m,46,WA-36R,Engineering,NB,Lamp Standard,Side,Good,,20050311,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.912519968087,49.2070375087461
Warning Signs,Object Marker,,,,82441,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.91633900017,49.2183580002304
Warning Signs,Object Marker,,,,82442,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.916365999946,49.2182800001553
Warning Signs,Playground Ahead,,,,82452,EIGHTH ST,A-707,,,,,WC-03,Engineering,SB,Metal Post,Side,Good,,20060310,,Warning,Playground Ahead,-122.926149271317,49.2127446159562
Warning Signs,Playground Ahead,,,,82454,SEVENTH AVE,1912,,,,,WC-03,Engineering,EB,Metal Post,Side,Good,,20060313,,Warning,Playground Ahead,-122.944710038172,49.2021821346571
Warning Signs,Playground Ahead,,,,82456,FIRST ST,,VANCOUVER ST,NE,42,,WC-03,Engineering,NB,Metal Post,Side,Good,,20060320,,Warning,Playground Ahead,-122.904425128551,49.2115357775553
Warning Signs,Neighbourhood Speed Hump,,,,82459,CHILLIWACK ST,926,,,,46cm,WA-50,Engineering,SB,Metal Post,Side,Good,,20041129,,Warning,Neighbourhood Speed Hump Sign,-122.905547081141,49.2300627330918
Warning Signs,Warning Signs Misc,,,,82461,HAMILTON ST,2217,,,,2M,WA-08,Engineering,WB,Metal Post,Median,Good,,20060323,,Warning,Checkerboard sign,-122.952193293037,49.1997418726544
Warning Signs,Object Marker,,,,82480,EWEN AVE,,FENTON ST,NE,3M,1M,WA-36R,Engineering,WB,Wooden Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.935749409096,49.1908701813582
Warning Signs,Speed Bump,,,,82481,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Good,0,20030731,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.90319399953,49.2233509996632
Warning Signs,Speed Bump,,,,82482,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030731,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.903071999677,49.2232380004405
Warning Signs,Speed Bump,too high to label,,,82483,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Good,0,20030731,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.904081000485,49.222400999896
Warning Signs,Speed Bump,,,,82484,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030731,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.90395399951,49.2223120004122
Warning Signs,No Exit,,,,82528,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.945492000275,49.20174600036
Warning Signs,No Exit,too high to label,,,82529,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Graffitii,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.945548999768,49.2018419999111
Warning Signs,Object Marker,tall skinny sign up length of pole,,,82547,,,,,,,WA-36R,Diamond,NB,Standard Post,Side,Good,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.920991000174,49.2137880002145
Warning Signs,No Exit,,,,82572,EIGHTEENTH ST,,NANAIMO ST,SE,1,46,WA-NW-02,Engineering,SB,Metal Post,,Good,,20070103,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.941177760336,49.202924489995
Warning Signs,Neighbourhood Speed Hump,,,,82585,SOUTH DYKE RD,,CARTER ST,SW,24M,46CM,WA-50,Engineering,EB,Metal Post,Side,Good,,20040909,,Warning,Neighbourhood Speed Hump Sign,-122.940466894275,49.1829302480217
Warning Signs,Object Marker,,,,82590,EIGHTH AVE,,EIGHTEENTH ST,NE,10,46,WA-36R,Engineering,WB,Metal Post,Side,Good,,20070226,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.944014799993,49.2052736222334
Warning Signs,Object Marker,,,,82595,EIGHTH AVE,1602,,,,,WA-36R,Engineering,EB,Metal Post,Side,Good,,20070116,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.940679064672,49.2068797590783
Warning Signs,Neighbourhood Speed Hump,,,,82639,SEVENTH AVE,1105,,,,46,WA-50,Engineering,WB,Metal Post,Side,Good,,20070123,,Warning,Neighbourhood Speed Hump Sign,-122.931211683235,49.2095617136403
Warning Signs,Object Marker,,,,82755,QUEENS AVE,,EIGHTH ST,SE,10,46,WA-36R,Engineering,EB,Metal Post,Side,Good,,20070315,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.916116561342,49.2052188785958
Warning Signs,Object Marker,,,,82795,EWEN AVE,,PEMBINA ST,,,,WA-36R,Engineering,EB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.936868156349,49.1903324302696
Warning Signs,Object Marker,,,,82796,EWEN AVE,,WOOD ST,NE,6m,2m,WA-36R,Engineering,WB,Metal Post,Median,Good,,20041220,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.939265941229,49.1893751081931
Warning Signs,Object Marker,,,,82823,SOUTH DYKE RD,,DOCKSIDE COURT,SW,30,46,WA-36R,Engineering,EB,Metal Post,Side,Good,,20070403,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.955183100531,49.177096890058
Warning Signs,Object Marker,,,,82824,SOUTH DYKE RD,,DOCKSIDE COURT,NE,17,46,WA-36,Engineering,WB,Metal Post,Side,Good,,20070403,,Warning,Object Marker (pass on either side),-122.954779700685,49.1774166403555
Warning Signs,Playground Ahead,,,,82903,,,,,,,WC-03,Diamond,EB,Metal Post,Side,Good,0,20020524,Medium,Warning,Playground Ahead,-122.930249400091,49.2124783396171
Warning Signs,Playground Ahead,,,,82912,EIGHTH ST,,EIGHTH AVE,SW,20,46,WC-03,Engineering,SB,Metal Post,Side,Good,,20070425,,Warning,Playground Ahead,-122.927477429175,49.2137556269208
Warning Signs,Warning Signs Misc,,,,83062,,,,,,,WA-09,Engineering,SB,Standard Post,Median,Good,0,20030717,,Warning,Chevron Alignment sign,-122.915533700586,49.2005768501683
Warning Signs,Object Marker,a  bit bent but fine,,,83159,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030108,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.911759999583,49.2225129997918
Warning Signs,Speed Bump,SPEED BUMP SLOW [single bump],,,83249,,,,,,,WA-221,Engineering,WB,Standard Post,Side,Graffitii,0,20030108,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.90903599967,49.2246179996165
Warning Signs,Object Marker,,,,83255,RICHMOND ST,A309,,,,70,WA-36R,Hi Intensity,NB,Metal Post,,Good,,20111020,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.898519271346,49.225715466474
Warning Signs,Object Marker,,,,83257,E COLUMBIA ST,,ALBERTA ST,,,,WA-36R,Hi Intensity,NB,Metal Post,Median,Good,,20111128,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.892915640058,49.2234812781115
Warning Signs,Object Marker,,,,83258,E COLUMBIA ST,,ALBERTA ST,,,,WA-36R,Hi Intensity,SB,Metal Post,Median,Good,,20111028,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.892906183551,49.2235573666198
Warning Signs,Object Marker,,,,83260,E COLUMBIA ST,,,,,,WA-36R,Hi Intensity,NB,Metal Post,Median,Good,,20111103,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.892835303819,49.2271809735713
Warning Signs,Object Marker,,,,83262,E COLUMBIA ST,,,,,,WA-36R,Hi Intensity,SB,Metal Post,Median,Good,,20110311,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.892841546412,49.2272570666935
Warning Signs,Object Marker,,,,83264,CUMBERLAND ST,,E SEVENTH AVE,,,,WA-36R,Hi Intensity,NB,Metal Post,Median,Good,,20111103,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.906416583908,49.2227258404371
