DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"221 Third Avenue was built for B.A. Riddell, Managing Director of New Westminster Trust. Typical of the Craftsman style, the house shows a low pitched cross gabled roof, wide eave overhang, false beam ends and brackets, and multi-paned windows.",2651,11701,Y,2,211.54447602,58.5791221183432,,,221,THIRD AVE,Edward A Riddell House,1926,Ward and Levrington,J B Whitburn,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,2014,
"224 Third Avenue was built in 1906 for Samuel Bowell, a local builder, and features a hipped roof of moderate pitch, with a hipped dormer, and wrap porch which has been enclosed with a sundeck added on top. The exterior has been stuccoed.",2652,3085,Y,2,218.7041,68.9980724728421,5838000,,224,THIRD AVE,SAMUEL BOWELL HOUSE,1906,SAMUEL BOWELL,,N,0,1,3,0,179.4,179.4,1,179.4,424.57,603.96,0,0,0,,Unknown,,0,0,
"R.K. Chapman was vice-president of F.J. Hart and Company and lived in this 1909 house. Designed by Gardiner and Gardiner, the low pitched hipped roof, and cross gables with edges flattened to give a pagoda-like effect, are strong Prairie style elements. The stucco exterior covers clapboard siding on the lower and shingles on the upper facade.",2653,3152,Y,2,223.23725,68.1326620461947,6040000,,227,THIRD AVE,HOLLY LODGE (R.K. CHAPMAN HOUSE),1909,R. K. CHAPMAN,GARDINER & GARDINER,N,0,1,3,0,125.79,125.79,1,114.08,277.22,391.31,0,0,0,,Unknown,,0,0,
"This house was designed by Gardiner and Mercer in 1913 for Thomas Dockrill Trapp, son of T.J. Trapp, of T.J. Trapp and Company. It has a hipped roof and full-width porch with a wing projected over part of the porch. Wide siding covers the original exterior cladding of narrow clapboard siding and shingles.",2654,3151,Y,2,201.94655,59.9240032205465,6039000,,229,THIRD AVE,THOMAS D. TRAPP HOUSE,1913,J.D. TRAPP,GARDINER & MERCER,N,0,1,2,0,128.11,128.11,1,160.63,255.76,416.39,0,0,0,,Unknown,,0,0,
"230 Third Avenue shows the symmetrical facade of a Colonial Revival style house. It has balanced window placement; a centered entrance and the roof is hipped with a centered gable dormer. Mr. F. Crake, a jeweler, built and lived in this house about 1908.",2655,3084,Y,2,213.4677115,62.8105278250702,5837000,,230,THIRD AVE,F. CRAKE HOUSE,1890,"STRANG, JOHN",,N,8.1,1,3,0,175.03,175.03,2,191.75,314.38,506.14,0,0,0,20101101080000,Authorized (Within Existing Home),20170131080000,0,0,
"Now covered in modern siding with aluminum windows, this 1894 house shows the simple steeply pitched, front gabled roof of the Pioneer Tent style. It has a two-storey bay and hipped roof entry porch. Captain Baker commanded the steamer ""Edgar"".",2656,3083,Y,2,120.66365,48.4513552252323,5836000,,232,THIRD AVE,CAPTAIN RICHARD H. BAKER HOUSE,1894,,,N,0,0,2,0,100.52,100.52,2,0,164.81,164.81,0,0,0,19980701080000,None,,0,0,
"The house shows the typical details of the Eastern Cottage style, with its chamfered gable roof line, stucco cladding, and entry porch marked with a chamfered gable supported by brackets. Simpson was a teacher and built this house in 1931.",2657,3080,Y,2,136.81585,50.8080080472824,5833000,,236,THIRD AVE,FREDERICK J. SIMPSON HOUSE,1931,F.W. CLARKE,,N,0,1,2,0,101.82,101.82,1,94.3,139.73,234.02,0,0,0,,Unknown,,0,0,
"This house was built in 1898 for H.T. Kirk, local hardware merchant. Its basic style is Classic Box, with additions and alterations creating its present complex shape of multi-level cross hipped roof, wrap porch, and turret-like corner bay. Major changes were made in 1910, with the east facade and front porch rebuilt to the present curved shape. Later, the porch was enclosed and aluminum siding added.",2658,3158,Y,2,232.300981285,61.5677645907962,6048000,,303,THIRD AVE,H. T. KIRK HOUSE,1898,,,N,0,1,3,0,221.11,221.11,1,158.21,479.19,637.41,0,0,0,,Unknown,,0,0,
"This 1895 house has the front gabled roof line of the Pioneer Tent style, with cross gables and full-width porch. The original wall cladding has been covered by stucco and modern siding. Between 1909 -14, Edwin G. W. Sait, architect, lived here and may have enlarged the first floor of the original house.",2659,3067,Y,2,159.836,53.7663833618493,5820000,,316,THIRD AVE,,1895,,,N,0,1,3,0,81.38,81.38,2,53.88,160.82,214.7,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"The Carlton Court apartment building has a rectangular block form with a taller central wing. Typical of the Mission style is the shaped balustrade over an entablature, with a projecting horizontal member along the storey line. The building is located on the site of Mayor John C. Brown's house. Brown founded the Herald Newspaper, the forerunner of the Columbian Newspaper. He was Postmaster in 1880 and Mayor in 1890- 91.",2660,3156,Y,2,884.59714,184.220344118058,6045000,,317,THIRD AVE,CARLTON COURT,1925,WESTR APARTMENTS LTD,"BERRILL, RALPH",N,0,1,2,0,878.68,878.68,25,251.12,1757.35,2008.47,0,0,0,,Unknown,,0,0,
"320 Third Avenue shows the characteristic A-frame roof of the Shingle style. Shed dormers extend on the sides of the roof, with a balcony set into the gable. The full-width porch is set under the main roof. The exterior is clad in shingles, clapboard, and stucco.",2661,3066,Y,2,132.9545,49.9933725314055,5819000,,320,THIRD AVE,OSCAR LATHAM HOUSE,1912,OSCAR LATHAM,,N,0,1,2,0,81.85,81.85,1,73.86,155.71,229.56,0,0,0,,Unknown,,0,0,
"This house was built about 1905 and features a moderately pitched, front gabled roof with gable dormer, and full-width porch with heavy square piers. The porch was added about 1910 and has been partially enclosed. Other changes include iron railings added and exterior cladding replaced. Williams was a clerk. In 1909, this house was occupied by James A. Young, an accountant.",2662,3218,Y,2,151.660719,55.3699016539524,6115000,,401,THIRD AVE,LIONEL F. WILLIAMS HOUSE,1900,,,N,0,1,3,0,120.68,120.68,1,120.68,256.23,376.91,0,0,0,,Unknown,,0,0,
"This 1889 Queen Anne house uses the simple form of a cross gabled roof, adding subordinate cross gables, to create the irregular shape, an identifying feature of the style. The original cladding has been covered on the lower stories, but the decorative fish-scale shingles remain in the gables. The house belonged to R.J. Rickman, local manager of Royal City Mills, who lived here until 1910.",2663,506,Y,2,191.007169,62.3051747122987,1450000,,402,THIRD AVE,R. J. RICKMAN HOUSE,1888,"RICKMAN, R.J.",CLOW & MACLURE,N,0,1,2,0,142.23,142.23,1,96.71,277.22,373.93,0,0,0,,Unknown,,0,0,
"The original house was the home of G. E. Parkes, clerk at the Bank of B.C. In 1911, an addition was built onto the original Victorian house. The original rear porch is still evident.",2664,507,Y,2,251.628807,64.7541954879971,1451000,,406,THIRD AVE,MRS. CLOVERDALE WATSON HOUSE,1890,G.E. PARKES,CLOW & MCLURE,N,0,1,2,0,160.44,160.44,3,160.44,298.68,459.13,0,0,0,19980701080000,Legally Non-Conforming,,0,0,
"This 1908 version of the Shingle style has been altered at ground level, but the upper facade features a large gambrel roof with patterned shingles. Hatherly was an engineer. Dr. Alex L. McQuarrie lived here in 1912.",2665,3219,Y,2,175.3474835,54.8306770284719,6116000,,407,THIRD AVE,THOMAS M. HATHERLY HOUSE,1908,,,N,0,1,2,0,130.06,130.06,2,78.04,260.13,338.17,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"Architects, Gardiner and Mercer designed this house in 1912 for H.A. Eastman, who worked for F.J. Hart and Company. It features a low pitched hipped roof with flattened gable dormers, decorated by verge boards. The exterior has been stuccoed over and the porch enclosed. The foundation level and front steps are accentuated by stonework, an element common in the Craftsman style.",2666,3220,Y,2,361.6282745,81.0984452287475,6117000,,411,THIRD AVE,H. A. EASTMAN HOUSE,1911,H.A. EASTMAN,GARDINER & MERCER,N,0,1,3,0,309.65,309.65,11,182.74,627.37,810.11,0,0,0,19980701080000,Multiple Suites,,0,0,
This house was built in 1904 and has a moderately pitched hipped roof with gable dormers and stucco exterior. The full-width porch is supported by classical columns. Hudson owned a painting and decorating business on Sixth Street.,2667,3197,Y,2,282.850931,76.4150995645184,6090000,,417,THIRD AVE,ISAAC E. HUDSON HOUSE,1903,ISAAC HUDSON,,N,0,0,2,0,194.35,194.35,7,0,324.7,324.7,0,0,0,19980701080000,Multiple Suites,,0,0,
"The design of this Colonial Revival house is almost identical to 302 Fifth Street built in 1940, and 428 Fifth Street, built in 1912. Sometimes called Dutch Colonial, it features a gambrel roof with front-facing extended shed dormer. A triangular pediment accentuates the centered entrance. One storey wings occur at each end of the main house. Robson was a marine engineer.",2668,510,Y,2,348.839686,83.7098533048597,1455000,,424,THIRD AVE,LEONARD M. ROBSON HOUSE,1894,MRS. D. BROWN,,N,0,1,2,0,148.92,148.92,1,207.64,241.83,449.46,0,0,0,,Unknown,,0,0,
"A simple version of the Prairie Box style, this house was built in 1902. It has a cross hipped roof with slightly flared eaves, half-width porch, and one-storey bay. Detailing consists of entablature and dentils at the eave line, patterned shingles, and window hood molds. Fred Jackson, a local printer, lived in the house from 1902.",2669,511,Y,2,124.747859,48.8349219441501,1456000,,502,THIRD AVE,FRED JACKSON HOUSE,1902,FRED JACKSON,,N,0,1,2,0,95.69,95.69,1,95.69,166.76,262.45,0,0,0,,Unknown,,0,0,
"This 1907 house shows a rectangular facade with balanced window placement and a hipped roof with slightly flared eaves. Originally, it probably looked similar to 502 Third Avenue, but the exterior has been stuccoed over. W.C. Robertson was a saw filer and Alex Robertson, a B.C. Electric Railway surveyor.",2670,512,Y,2,153.390044,54.4906816606282,1457000,,506,THIRD AVE,W. C. ROBERTSON HOUSE,1907,W.C. ROBERTSON,,N,0,1,2,0,105.35,105.35,5,105.35,177.26,282.61,0,0,0,19980701080000,Multiple Suites,,0,0,
"This house has the hipped roof with slightly flared eaves, typical of the Prairie style. It has a full-width porch with turned spindle supports. The original exterior cladding has been replaced and decorative shutters added. A. Hudson worked as a motorman.",2671,513,Y,2,153.8377,52.7820307339602,1458000,,510,THIRD AVE,ALVIN HUDSON HOUSE,1907,BARBARA HUDSON,,N,0,1,2,0,119.75,119.75,1,111.2,232.35,343.56,0,0,0,20010601080000,None,,0,0,
"This house was built in 1892 for Dr. Dentley, a local dentist, in the Pioneer Tent style, a simple front gabled house form, easy and economical to construct. This example, although the first storey bas been covered in vertical siding, retains the original narrow clapboard siding, patterned shingles, and decorated verge boards on the upper facade. A. W. Howison, a clerk moved here in 1895.",2672,516,Y,2,108.520971,44.75167537627,1465000,,514,THIRD AVE,DR. E. F. DENTLEY HOUSE,1892,,,N,0,1,2,0,90.39,90.39,4,90.39,153.75,244.15,0,0,0,19980701080000,Multiple Suites,,0,0,
"617 Third Avenue is an example of a Tudor Revival house. Built in 1938 for Post master, Arthur Bowden, it has a steeply pitched, cross gabled roof with shed dormer. The stucco exterior with false half-timbering is an identifying feature of the style.",2673,3222,Y,2,87.897425,38.1256864638308,6119000,,617,THIRD AVE,ARTHUR BOWDEN HOUSE,1938,A. BOWDEN,,N,0,1,2,0,75.9,75.9,1,75.9,151.8,227.71,0,0,0,,Unknown,,0,0,
"The Italianate style, identified by the brackets at the eave line, suggests that this house was built around 1905. It has a hipped roof with a cross gable projecting over a rectangular bay. The full-width porch was added in 1919. In 1909, the house was owned by F.C. Meyers, an agent for the Great Northern Railway.",2674,3053,Y,2,168.1451625,57.3843910293294,5802500,,620,THIRD AVE,,1890,E.A. WELDE,,N,0,1,1,0,127.93,127.93,9,126.44,127.93,254.37,0,0,0,,Unknown,,0,0,
"The Tudor Revival style was also used for smaller cottages, as with this house at 621 Third Avenue, built by J.G. Robson for his daughter, Mrs. David Swackhammer. It features a chamfered, side gabled roof with a prominent front cross gable. The entry porch is gabled and has a Tudor arched opening. The exterior is clad in stucco, decorated by false half-timbering. A stone wall, with jagged coping, surrounds the property.",2675,3221,Y,2,149.943425,51.0523827261593,6118000,,621,THIRD AVE,,1938,D.E. CRAWFORD,,N,0,1,2,0,110.18,110.18,1,107.95,168.99,276.94,0,0,0,,Unknown,,0,0,
"This cottage shows details characteristic of the Craftsman style, in its low pitched gable roof and entry porch, exposed rafters, and beam ends with braces.",2676,3259,Y,2,135.8765,52.2345627035644,6179000,,705,THIRD AVE,,1912,E.J. WISE,,N,0,1,2,0,80.83,80.83,1,80.83,112.88,193.7,0,0,0,20160708070000,Registered Unauthorized (Pre-1998),,0,0,
"Charles Salter, asylum attendant, lived here in 1906. He was followed by David Roy, planerman in 1908 and then Fred Tyler, a conductor in 1909. This simple cottage has a cross hipped roof of low pitch. It is decorated by false half-timbering and verge boards in the gable. The house is set back further than its neighbours, giving it a small front yard.",2677,3022,Y,2,123.00165,50.9857655917829,5752000,,812,THIRD AVE,,1902,ISABELLA BENT,,N,0,0,1,0,95.13,95.13,2,0,95.13,95.13,0,0,0,20080201080000,Not Allowed,20080331080000,0,0,
Supporting Listing,2678,3021,Y,2,131.71275,51.8203692916737,5751000,,814,THIRD AVE,,1911,K.J. McLEOD,"CLOW, CHARLES H.",N,0,1,1,0,74.42,74.42,1,74.42,74.42,148.83,0,0,0,,Unknown,,0,0,
"This house reclaims the form, if not the detailing, of the Italianate style, with its cross hipped roof and two-storey bay. The original exterior cladding is covered with stucco and alterations include the windows, porch, rear addition, and chimneys. In 1891 Henry F. Heimerle, bookkeeper lived here. In 1909, Alfred Glanville motorman owned both 902 and 904 Third Avenue.",2679,3002,Y,2,104.8851625,47.2046977444283,5730000,,902,THIRD AVE,C.W. GILLANDERS HOUSE,1891,C.W. GILLANDERS,,N,8.07,1,2,0,84.54,84.54,1,83.8,137.78,221.57,0,0,0,,Unknown,,0,0,
"904 Third Avenue is the mirror image of 902, with its cross hipped roof and two storey bay, placed on the other side. This house is also clad in stucco, but its chimney remains in its original form. Charles Saunders, a CPR watchman lived in 1906.",2680,3003,Y,2,96.773276,45.0959572045645,5731000,,904,THIRD AVE,,1893,,,N,0,0,2,0,76.18,76.18,1,0,129.14,129.14,0,0,0,,Unknown,,0,0,
"Built as a store in 1916 for Mrs. Nellie Mercer, this Shingle style house has an A-frame shape with a shed dormer to the side and a chamfered gable.",2681,3294,Y,2,88.50115,40.402321104168,6221001,,905,THIRD AVE,,1927,W.J. PERCY,,N,0,1,2,0,65.03,65.03,1,62.25,101.54,163.79,0,0,0,,Unknown,,0,0,
"An example of the Classic Frame style, this house shows a simple A-frame shape, with a full-width porch supported by classical columns. Tile exterior cladding covers the original clapboard siding.",2682,3001,Y,2,121.9347,47.8404151500787,5729000,,906,THIRD AVE,,1910,HY DAILEY,,N,0,0,2,0,96.06,96.06,1,0,152.45,152.45,0,0,0,,Unknown,,0,0,
"This house has CPR drop siding, a cross hipped roof and two-storey bay window with decorative diagonal siding under each window. The porch has been enclosed, windows changed and cladding replaced. In 1892, Alexander Philip, notary public, financial and insurance agent lived here. He was also clerk-assessor-collector for Burnaby and Coquitlam Council. In 1906 Anton Peterson, lived here; in 1908 A.M. Parsons, contractor and in 1909 Louis Witt, a cigar manufacturer.",2683,2999,Y,2,88.1619,40.8274490333929,5728000,,908,THIRD AVE,,1893,,,N,0,0,2,0,77.95,77.95,1,0,128.86,128.86,0,0,0,,Unknown,,0,0,
"This Italianate style house has a cross hipped roof and two-storey bay. Alterations include asphalt shingles over the original CPR drop siding, metal windows and porch changes the exterior cladding, windows, porch and front steps. In 1892 James Johnson, gas works mason may have lived here with Robert Pearcey, yard hand. In 1893-5, William Calder, CPR baggage man lived here. He was followed by E. Routely, motorman in 1906 and H.W. Walker, machinist in 1908.",2684,3000,Y,2,118.669444,48.492251592662,5728001,,910,THIRD AVE,,1897,,,N,0,1,2,0,73.95,73.95,1,18.77,125.05,143.81,0,0,0,,Unknown,,0,0,
"Built in 1914, at a cost of $2,500, this house was designed and built by local builder, Burton Smith. The Craftsman style features a low pitched, front gabled roof with exposed rafter and beam ends, and a partial-width porch. Cameron worked at W.E. Pale's Furniture Store and lived here in 1921.",2685,2998,Y,2,164.2705,55.3397582797366,5727000,,912,THIRD AVE,,1914,A.A. CAMERON,,N,0,1,2,0,113.43,113.43,1,55.37,152.92,208.29,0,0,0,,Unknown,,0,0,
"These two buildings are identical, well-preserved and are two of the few remaining examples of early 'double houses' in the City. The design is symmetrical, with a cross gable at each end of the house, balanced placement of windows, and centred entrance. An entrance portico features a band of decorative wooden trim under the cornice. The windows are marked by lintels and sills. The original rounded porch posts have been replaced by square posts and the original red brick has been covered with stucco. The early residents of 1002 Third Avenue were George Eastman, carpenter (1908); Henry W. Smith, lumberman (1909). The early residents of 1004 Third Avenue were Enoch Slack, carpenter (1895); J.G. Howes, electrician (1906-8). The early residents of I 006 Third Avenue were George McKay, teamster (1906); W. Ure, butcher (1908); C. Clapp (1909). The early residents of 1008 Third Avenue were T. C. Atkinson, barrister (1893-5); A.D. McRae, carpenter (1906); W.H. Campbell, BCER carshop employee (1908); C. Shawcross, painter (1909).",2686,2995,Y,2,156.0671865,51.1702082204053,5715000,,1004,THIRD AVE,,1891,,ARLEN TOWLE,N,0,0,2,0,142.51,142.51,4,0,241.73,241.73,0,0,0,19980701080000,Multiple Suites,,0,0,
"These two buildings are identical, well-preserved and are two of the few remaining examples of early 'double houses' in the City. The design is symmetrical, with a cross gable at each end of the house, balanced placement of windows, and centred entrance. An entrance portico features a band of decorative wooden trim under the cornice. The windows are marked by lintels and sills. The original rounded porch posts have been replaced by square posts and the original red brick has been covered with stucco. The early residents of 1002 Third Avenue were George Eastman, carpenter (1908); Henry W. Smith, lumberman (1909). The early residents of 1004 Third Avenue were Enoch Slack, carpenter (1895); J.G. Howes, electrician (1906-8). The early residents of I 006 Third Avenue were George McKay, teamster (1906); W. Ure, butcher (1908); C. Clapp (1909). The early residents of 1008 Third Avenue were T. C. Atkinson, barrister (1893-5); A.D. McRae, carpenter (1906); W.H. Campbell, BCER carshop employee (1908); C. Shawcross, painter (1909).",2687,2996,Y,2,184.076947,54.3532729144533,5717000,,1006,THIRD AVE,,1891,,ARLEN TOWLE,N,0,1,2,0,168.15,168.15,2,142.51,283.08,425.59,0,0,0,,Unknown,,0,0,
"Typical of the Pioneer tent style, this house has a simple, front gabled form; with a rear shed roofed addition. Changes to the house include the exterior cladding and porch enclosure. Mrs. Montcrief was a lodging housekeeper. Michael McWhinnie, watchman, lived here in 1909.",2688,2990,Y,2,94.3017,41.8248013839697,5703001,,1012,THIRD AVE,,1893,,,N,0,1,2,0,72.84,72.84,1,72.84,121.15,193.98,0,0,0,,Unknown,,0,0,
"Similar to the Classic Box style, this Prairie Box presents a wider stature, with a lower pitched, hipped roof and full-width porch supported by classical columns. The original narrow clapboard is covered with stucco. In 1925, Michael P. Kearnes, engineer on the S.S. Fearless lived here.",2689,2989,Y,2,113.9004,43.9823856481285,5702000,,1014,THIRD AVE,,1910,PETER WILKIE,,N,0,1,3,0,66.52,66.52,1,66.05,145.67,211.73,0,0,0,,Unknown,,0,0,
"Gustave Melin was a carpenter, who probably built this house to live here. The house has a low pitched hipped roof, with slightly flared eaves, and is decorated by a band of trim at the eave lines. The porch has been enclosed.",2690,2988,Y,2,138.120114,65.726267295042,5701000,,1016,THIRD AVE,,1905,GUST MELIN,,N,0,0,2,0,80.83,80.83,1,0,145.67,145.67,0,0,0,,Unknown,,0,0,
"These two houses are almost identical in design. Each has a low pitched, hipped roof with slightly flared eave line, and full-width porch set under the main roof. 1019 Third Avenue has a one-storey bay and centred stairs up to the porch. James Hadden, machinist lived here from 1893-1909. 1021 Third Avenue is covered with stucco and the porch stairs are to one side. John and Robert McMurphy, carpenters lived here from 1892-1908 with other family members. George McMurphy, plumber lived here 1911-12.",2691,3310,Y,2,134.8013,49.7916427111538,6252000,,1019,THIRD AVE,,1890,JAMES HADDON,,N,7.62,1,2,0,95.04,95.04,1,110.93,175.68,286.61,0,0,0,20110407070000,Multiple Suites,,0,0,
"These two houses are almost identical in design. Each has a low pitched, hipped roof with slightly flared eave line, and full-width porch set under the main roof. 1019 Third Avenue has a one-storey bay and centred stairs up to the porch. James Hadden, machinist lived here from 1893-1909. 1021 Third Avenue is covered with stucco and the porch stairs are to one side. John and Robert McMurphy, carpenters lived here from 1892-1908 with other family members. George McMurphy, plumber lived here 1911-12.",2692,3309,Y,2,107.55105,44.5797768845193,6251000,,1021,THIRD AVE,,1890,JAMES HADDON,,N,5.59,1,1,0,74.79,74.79,1,62.9,74.79,137.68,0,0,0,,Unknown,,0,0,
Supporting Listing,2693,3311,Y,2,79.7238,36.3820237582096,6253000,,1023,THIRD AVE,,1892,"FIGG, T.R.",,N,0,1,2,0,57.79,57.79,1,21.74,115.57,137.31,0,0,0,,Unknown,,0,0,
Supporting Listing,2694,2984,Y,2,82.078989,38.1346307103861,5695000,,1028,THIRD AVE,,1905,"LOUDIN, SWAN",,N,0,1,2,0,55.37,55.37,1,55.37,110.74,166.11,0,0,0,,Unknown,,0,2016,
Supporting Listing,2695,2997,Y,2,100.4273475,44.267380513943,5703003,,1010A,THIRD AVE,,1915,A. MOIR,,N,0,1,2,0,72.37,72.37,2,72.37,134.8,207.17,0,0,0,,Unknown,,0,0,
"James Goodfellow Robson was the original owner of the house at 101 Third Street, which cost him $32,560 to build at a time when an average home could be constructed for $2,000. Robson, with his brother Alex, and Paul Murphy, owned the Robson Lumber Company, which became one of the most important firms in the industry at that time. The Robson Company built a local sawmill in South Westminster in 1918. Robson Manor, a Dutch Colonial styled home, features a gambrel roof, centre gable, porte-cochere, stone block foundation, and stone block fence. The manor is currently used as a reception hall and party centre. As it was originally built with the purpose of extensive entertaining, the present use is a very natural adaptation.",2696,263,Y,Sup,397.6774,106.570469430604,813000,,101,THIRD ST,Robson Manor/Urban Academy,1935,DOMINION CONSTRUCT.,"LAKE, S.",N,7.52,1,3,0,266.45,266.45,0,259.85,702.63,0,962.48,0,0,,Unknown,,0,0,School Private
"121 Third Street, built in 1908, was originally occupied by Mr. J. H. Vidal. Mr. J. H. Vidal was born in Sarnia, Ontario in 1864. He came to New Westminster with the Canadian Imperial Bank of Commerce. He later worked with the Land Registry Office, and with the British Columbian newspaper. He was also honoured with an appointment as Justice of the Peace. The Vidal home has been severely altered. Today it is used as a rest home (Parkview Home) and the stuccoed exterior, front ramp and closed-in verandah present a different facade than the one originally planned and designed. Remaining features of this Late Victorian home with Queen Anne features at 121 Third Street include the asymmetrical facade, complex roof line, and round corner tower topped by a witch's cap.",2697,269,Y,Sup,272.5779,71.5554465878091,824000,,121,THIRD ST,"PARKVIEW - J.H. VIDAL HOUSE ""BEAUVOIR""",1908,J.H. VIDAL,"GRANT, GEORGE W.",N,0,1,3,0,168.34,168.34,1,105.26,347.64,452.9,0,0,0,20050601080000,Authorized (From Existing Unauthorized Suite),,0,0,
"J. J. Johnson (sometimes known as 'Mr. May Day') was the first resident of this 1906 Queen Anne style house with Victorian shingled ornamentation. Alterations include changes to the front porch and a four room addition by Gardiner and Mercer in 1912. The Art Nouveau stained glass window is an endearing feature of this recently restored house. John Joseph Johnston, affectionately called 'J.J.', worked for F.S. Hart Insurance and Real Estate prior to establishing his own firm. He also served on Council and, in the 1920's, sat as Mayor. Johnston was given the 'Freeman of the City of New Westminster' award in 1955 and, on May 26, 1967, one year after his death, his community activities were commemorated with a memorial fountain in Queen's Park. This house was awarded the 1985 Chamber of Commerce Heritage Award for excellent heritage improvements to a house listed in the Heritage Resource Inventory.",2698,270,Y,Sup,227.81197,67.5013277651013,825000,,125,THIRD ST,J.J. JOHNSTON HOUSE,1905,J.J. JOHNSTON,"CLOW, C.W. & WELSH,",N,0,1,2,0,121.24,121.24,1,62.62,242.48,305.09,0,0,0,,Unknown,,0,0,
Supporting Listing,2699,271,Y,Sup,135.965114,50.6555744690425,826000,,127,THIRD ST,A.G. BRINE HOUSE,1941,A.G. BRINE,,N,0,1,2,0,98.66,98.66,1,98.66,139.54,238.2,0,0,0,,Unknown,,0,0,
"131 Third Street is located near the J. J. Johnston house. This house, built in 1913, is more typical of the architectural period than the Johnston home. The large imposing structure, with its Classical Revival features, were common to the homes built during the Edwardian period. It features a medium pitch hipped roof with a hipped dormer, columned verandah, plinth and balcony. Although altered, the asymmetrical appearance is typical of the corner lot homes built in the Late Victorian period, which were often built to give the appearance of fronting on two different streets. H. Schaake, an early resident was the manager and owner of Schaake Machine Works (pronounced Shacky).",2700,272,Y,Sup,259.9031,69.2502666187825,827000,,131,THIRD ST,H. SCHAAKE HOUSE,1907,H. SCHAAKE,,N,0,1,3,0,219.16,219.16,4,197.33,480.68,678.01,0,0,0,19980701080000,Multiple Suites,,0,0,
"K.J. McLeod built this house in 1912 for J.S. Clute, Jr. Its Prairie Box style features a hipped roof, half-width porch with a second level at the corner, wide eave overhang, and wide panel of trim separating the clapboard of the first storey from the shingles of the second.",2701,2857,Y,2,155.6015,51.6744831444917,5448000,,212,THIRD ST,,1912,"J.S. CLUTE, JR.",,N,0,1,2,0,95.41,95.41,1,94.76,190.17,284.93,0,0,0,20130701080000,Registered Unauthorized (Pre-1998),,0,0,
"215 Third Street was built in 1941 and features a flat roof with parapet walls, tile covered shed roofed extension, and round arched entry porch and upper balcony.",2702,2854,Y,2,74.367,34.7493963208023,5444000,,215,THIRD ST,,1941,MAUD GIFFORD,,N,0,1,2,0,115.01,115.01,1,70.23,188.13,258.36,0,0,0,,Unknown,,0,0,
"Built in 1925, this Classic Box house is now used as a personal care home for the elderly. It has a low pitched, hipped roof with full-width porch. The windows are multi-paned and the door has sidelights and overhead transom lights. The original exterior cladding has been replaced.",2703,2858,Y,2,186.71200275,54.7333278443855,5449000,,216,THIRD ST,PATTERSON LODGE,1895,,,N,0,1,2,0,158.68,158.68,1,132.39,291.07,423.45,0,0,0,20130821070000,Authorized (Within Existing Home),,0,0,
"217 Third Street is a Shingle style cottage, featuring an A-frame shape, Palladian window, and entablature at first-storey cornice line. T.W. Gray, father of A. Wells Gray, owned the house in 1909.",2704,2849,Y,2,188.0848,58.0086107581856,5440000,,217,THIRD ST,T.W. GRAY HOUSE,1902,,,N,6.26,1,2,0,141.03,141.03,2,129.04,195.93,324.97,0,0,0,19981101080000,None,,0,0,
"With a roof shape similar to the Shingle style, 222 Third Street shows Craftsman elements in the low roof pitch, and exposed rafters. It was designed in 1911 by architects (G.W.) Grant and Henderson and built by H.M. Marshall for E.E. Nixon.",2705,2859,Y,2,178.1832925,53.3977857263203,5450000,,222,THIRD ST,E.E. NIXON HOUSE,1911,E.E. NIXON,GRANT & HENDERSON,N,7.01,1,3,0,134.06,116.87,5,134.06,293.29,427.35,0,0,0,19980701080000,None,,0,0,
"Various additions and alterations have made the style of this 1910 house difficult to define. The moderately pitched front gable suggests the Classic Frame style. The two-storey bay and cross gable suggest a Victorian influence. Alterations include porch, side addition, steps, and stucco exterior cladding.",2706,3074,Y,2,166.2209885,55.889624014841,5827000,,224,THIRD ST,,1899,A.J. CROWE,,N,9.14,1,2,0,142.42,144.28,1,131.74,231.14,362.88,0,0,0,,Unknown,,1910,0,
"227 Third Street was built in 1907 and has a pyramidal hipped roof with hipped dormer and two-storey bay to one side. The two-level porch features classical columns and turned spindle balustrade. In 1909, the owner was listed as J.W. Rogers, captain of the dredge, King Edward.",2707,9100,Y,2,169.331293,56.5277139881875,5841001,,227,THIRD ST,J.W. ROGERS HOUSE,1907,JAMES W. ROGERS,,N,0,1,2,0,123.38,123.38,2,47.38,228.54,275.92,0,0,0,19990201080000,Registered Unauthorized (Pre-1998),,0,0,
